resource_id,date,region,service,instance_type,environment,cpu_pct,ram_pct,disk_io,network_in,network_out,storage_gb,monthly_cost,uptime_hours,anomaly
RES-39256,2025-05-05,us-east-1,EC2,t3.micro,Production,40.25,48.58,435.33,40.04,279.44,323.05,1400.54,15.08,0
RES-39256,2025-05-06,eu-west-1,EC2,t3.medium,Testing,4.0,90.58,436.04,100.12,27.89,932.25,544.69,18.1,0
RES-39256,2025-05-07,us-west-2,S3,m5.large,Production,86.56,59.26,415.84,143.05,211.38,296.84,165.73,13.92,0
RES-39256,2025-05-08,us-west-2,Lambda,t3.micro,Production,51.5,62.5,87.56,166.14,141.4,983.47,1039.6,21.78,0
RES-39256,2025-05-09,us-west-2,Lambda,t3.micro,Development,14.61,40.43,195.89,51.97,6.97,691.24,1229.66,22.41,0
RES-39256,2025-05-10,us-west-2,EC2,t3.small,Testing,90.03,57.71,443.95,296.36,266.06,78.2,215.39,7.9,0
RES-39256,2025-05-11,us-west-2,RDS,t3.medium,Production,31.82,71.16,474.89,25.84,181.24,801.32,38.69,21.49,0
RES-39256,2025-05-12,ap-south-1,RDS,t3.micro,Development,49.75,96.33,453.1,8.01,96.25,175.21,979.37,17.11,0
RES-39256,2025-05-13,us-east-1,RDS,m5.large,Production,71.75,75.66,234.46,24.99,165.83,139.34,1467.7,15.36,0
RES-39256,2025-05-14,ap-south-1,RDS,t3.small,Development,86.12,40.34,27.63,201.9,209.36,342.28,1207.67,20.63,0
RES-39256,2025-05-15,eu-central-1,EC2,t3.micro,Production,68.88,56.37,249.53,80.74,274.09,919.59,140.92,16.32,0
RES-39256,2025-05-16,eu-central-1,EC2,t3.small,Testing,0.2,16.14,46.46,112.64,47.05,803.44,1171.63,20.86,1
RES-39256,2025-05-17,us-east-1,S3,t3.micro,Testing,60.23,86.04,235.77,262.15,236.05,114.77,196.14,17.2,0
RES-39256,2025-05-18,us-west-2,Lambda,c5.large,Testing,90.48,5.36,397.88,70.69,15.95,88.62,490.8,13.17,0
RES-39256,2025-05-19,us-west-2,EBS,c5.large,Production,19.3,31.79,341.32,259.64,19.32,193.08,24.38,5.04,0
RES-39256,2025-05-20,eu-central-1,Lambda,c5.large,Testing,67.1,70.37,47.13,56.93,97.1,992.06,256.2,15.61,0
RES-39256,2025-05-21,us-east-1,EC2,t3.micro,Development,28.54,44.67,413.99,220.9,159.63,658.29,1452.69,6.79,0
RES-39256,2025-05-22,us-east-1,RDS,c5.large,Development,34.01,73.16,313.72,245.49,24.91,766.79,1078.42,1.28,0
RES-39256,2025-05-23,eu-west-1,Lambda,t3.medium,Testing,66.92,61.31,480.06,171.19,218.42,325.87,546.8,19.65,0
RES-39256,2025-05-24,ap-south-1,Lambda,m5.large,Development,94.92,22.7,297.74,13.77,106.52,470.3,700.54,22.24,0
RES-39256,2025-05-25,eu-west-1,EC2,m5.large,Testing,16.2,73.62,198.93,284.94,262.14,790.38,581.46,21.02,0
RES-39256,2025-05-26,us-west-2,RDS,c5.large,Development,86.2,19.05,473.56,65.88,5.9,477.57,417.27,5.55,0
RES-39256,2025-05-27,us-east-1,RDS,m5.large,Testing,23.18,50.25,364.63,130.42,284.25,168.22,1454.11,2.37,0
RES-39256,2025-05-28,eu-central-1,Lambda,c5.large,Production,28.91,26.87,472.24,241.28,125.49,22.84,472.39,4.65,0
RES-39256,2025-05-29,eu-west-1,S3,t3.medium,Testing,5.55,4.92,177.14,112.63,206.87,136.85,854.51,11.89,1
RES-39256,2025-05-30,eu-central-1,S3,c5.large,Testing,87.16,95.45,395.54,166.94,173.59,337.75,303.65,3.92,0
RES-39256,2025-05-31,us-east-1,EBS,m5.large,Development,24.04,81.23,249.41,141.46,6.8,515.85,156.94,18.25,0
RES-39256,2025-06-01,us-east-1,Lambda,t3.small,Production,58.04,87.85,479.55,80.54,135.4,779.66,1190.05,7.35,0
RES-39256,2025-06-02,eu-central-1,S3,t3.small,Testing,60.88,35.43,414.17,145.28,44.69,280.03,490.25,23.66,0
RES-39256,2025-06-03,us-east-1,RDS,t3.medium,Production,58.27,32.49,39.68,265.55,157.53,509.09,383.62,9.65,0
RES-39256,2025-06-04,eu-central-1,S3,c5.large,Development,15.4,7.35,329.3,228.95,24.53,470.29,1366.06,4.4,0
RES-39256,2025-06-05,us-east-1,EC2,t3.medium,Testing,72.54,15.02,144.04,83.51,212.18,458.8,256.91,3.96,0
RES-39256,2025-06-06,us-east-1,RDS,t3.medium,Testing,46.37,18.18,417.58,113.13,8.61,439.92,495.97,5.09,0
RES-39256,2025-06-07,us-west-2,S3,t3.micro,Development,72.35,8.66,260.74,217.11,214.39,501.71,1391.52,4.22,0
RES-39256,2025-06-08,us-west-2,EBS,t3.micro,Production,92.43,36.45,212.19,225.5,148.24,549.66,794.15,15.76,0
RES-39256,2025-06-09,us-west-2,Lambda,t3.micro,Production,43.71,15.72,456.6,78.97,72.54,648.31,843.16,2.21,0
RES-39256,2025-06-10,ap-south-1,EBS,t3.micro,Production,11.48,9.84,84.79,261.27,150.67,329.72,1137.61,16.42,1
RES-39256,2025-06-11,ap-south-1,S3,t3.small,Testing,20.61,8.35,122.46,147.95,105.47,89.82,1324.25,12.71,0
RES-39256,2025-06-12,us-west-2,RDS,t3.medium,Development,2.68,63.37,315.17,80.43,112.92,394.54,1254.71,18.35,0
RES-39256,2025-06-13,us-west-2,S3,c5.large,Testing,12.07,14.86,24.12,181.41,195.77,516.69,617.45,5.25,1
RES-39256,2025-06-14,eu-west-1,S3,c5.large,Production,71.5,82.46,340.36,266.11,245.54,367.33,95.74,15.4,0
RES-39256,2025-06-15,us-west-2,Lambda,m5.large,Testing,30.82,25.13,98.65,100.85,150.38,722.74,1084.15,11.53,0
RES-39256,2025-06-16,us-east-1,RDS,t3.micro,Development,57.5,78.94,336.84,281.41,24.22,116.19,15.4,1.72,0
RES-39256,2025-06-17,eu-west-1,Lambda,t3.micro,Development,43.39,72.77,480.99,30.07,111.05,649.31,1456.85,18.06,0
RES-39256,2025-06-18,us-east-1,Lambda,t3.small,Production,73.65,88.56,158.0,79.55,279.11,888.49,1203.83,5.71,0
RES-39256,2025-06-19,us-west-2,S3,t3.micro,Development,12.47,72.41,233.07,266.05,208.78,280.4,48.5,13.95,0
RES-39256,2025-06-20,eu-west-1,RDS,m5.large,Production,65.06,7.78,253.74,249.3,124.31,973.18,871.49,2.01,0
RES-39256,2025-06-21,ap-south-1,EBS,m5.large,Production,76.58,7.27,143.26,261.73,71.21,453.51,17.89,15.95,0
RES-39256,2025-06-22,eu-central-1,EBS,t3.small,Development,68.55,74.05,150.39,27.44,110.82,822.51,823.72,9.59,0
RES-39256,2025-06-23,ap-south-1,EBS,m5.large,Development,70.37,37.25,95.24,121.13,140.78,353.96,449.29,19.73,0
RES-39256,2025-06-24,us-east-1,RDS,c5.large,Testing,91.41,13.04,134.07,42.15,277.49,649.01,684.39,13.4,0
RES-39256,2025-06-25,ap-south-1,EC2,m5.large,Production,15.49,36.77,320.02,223.69,255.48,577.96,1466.19,19.22,0
RES-39256,2025-06-26,eu-west-1,Lambda,t3.micro,Development,94.12,55.59,264.59,173.06,77.16,554.94,1414.3,18.01,0
RES-39256,2025-06-27,us-east-1,S3,m5.large,Production,70.06,79.11,278.74,119.09,197.41,398.87,871.87,18.25,0
RES-39256,2025-06-28,eu-west-1,S3,m5.large,Development,79.59,88.26,102.28,1.18,238.28,509.47,175.08,4.32,0
RES-39256,2025-06-29,us-east-1,EC2,t3.medium,Development,78.75,55.4,57.33,244.53,8.03,40.79,194.8,5.27,0
RES-28289,2025-01-01,eu-central-1,Lambda,c5.large,Testing,90.44,44.24,185.18,121.5,209.65,307.21,590.8,5.79,0
RES-28289,2025-01-02,us-east-1,Lambda,c5.large,Testing,5.89,50.69,25.44,96.57,10.28,703.63,1293.84,9.83,0
RES-28289,2025-01-03,us-east-1,EC2,t3.small,Testing,83.9,93.27,345.58,298.4,114.61,963.14,1142.19,3.0,0
RES-28289,2025-01-04,ap-south-1,S3,c5.large,Development,79.25,63.71,56.06,114.58,101.88,607.57,711.88,8.43,0
RES-28289,2025-01-05,eu-central-1,Lambda,c5.large,Testing,10.83,68.6,300.78,202.9,9.44,511.23,117.61,5.17,0
RES-28289,2025-01-06,ap-south-1,EC2,t3.small,Production,69.36,28.55,67.66,155.5,53.0,457.21,1282.53,1.92,0
RES-28289,2025-01-07,eu-west-1,EBS,m5.large,Production,20.52,50.22,12.79,232.95,242.23,906.36,1162.11,2.01,0
RES-28289,2025-01-08,ap-south-1,EC2,c5.large,Testing,7.44,15.89,474.54,35.71,50.17,140.68,1468.51,14.92,1
RES-28289,2025-01-09,eu-west-1,Lambda,m5.large,Testing,36.25,55.54,215.13,11.03,131.45,705.03,114.4,3.01,0
RES-28289,2025-01-10,eu-west-1,EBS,t3.medium,Development,87.49,89.32,439.01,37.18,49.44,574.72,1001.99,11.26,0
RES-28289,2025-01-11,us-east-1,RDS,t3.micro,Testing,8.21,78.47,100.9,124.56,168.34,239.93,233.87,4.06,0
RES-28289,2025-01-12,us-west-2,S3,m5.large,Development,75.29,15.49,336.3,176.09,3.65,881.58,218.54,22.18,0
RES-28289,2025-01-13,us-east-1,Lambda,c5.large,Production,46.52,14.21,200.05,190.39,162.88,805.83,231.98,3.92,0
RES-28289,2025-01-14,eu-west-1,Lambda,t3.micro,Production,54.65,27.98,379.17,252.09,109.16,233.09,404.77,2.37,0
RES-28289,2025-01-15,ap-south-1,S3,t3.small,Testing,64.46,91.56,201.48,182.32,260.21,751.12,204.08,15.14,0
RES-28289,2025-01-16,us-east-1,RDS,t3.medium,Development,50.48,51.23,46.78,180.35,125.78,566.07,1061.14,18.87,0
RES-28289,2025-01-17,ap-south-1,Lambda,c5.large,Testing,28.12,65.47,493.47,103.1,251.06,609.24,1380.2,20.67,0
RES-28289,2025-01-18,eu-central-1,EC2,t3.medium,Testing,54.1,68.44,303.68,235.96,42.04,343.7,1041.76,23.43,0
RES-28289,2025-01-19,eu-west-1,S3,t3.medium,Testing,26.94,30.23,151.58,154.54,94.6,906.75,1362.22,14.02,0
RES-28289,2025-01-20,us-west-2,RDS,c5.large,Testing,64.88,30.9,302.9,201.24,57.32,616.92,1183.54,19.45,0
RES-28289,2025-01-21,eu-west-1,S3,m5.large,Development,31.87,79.22,295.06,52.85,217.65,877.38,963.31,5.73,0
RES-28289,2025-01-22,eu-central-1,Lambda,t3.micro,Production,24.84,50.04,142.66,170.89,161.69,154.88,914.89,6.81,0
RES-28289,2025-01-23,us-east-1,Lambda,m5.large,Testing,19.57,91.87,464.62,136.97,297.27,587.75,426.48,14.05,0
RES-28289,2025-01-24,us-east-1,EBS,c5.large,Development,12.05,45.66,163.44,42.78,37.75,762.52,1491.37,1.94,0
RES-28289,2025-01-25,eu-west-1,RDS,m5.large,Production,13.85,13.92,374.08,127.56,12.94,663.69,103.92,3.56,0
RES-28289,2025-01-26,us-west-2,S3,m5.large,Production,23.44,62.5,289.6,80.75,166.23,842.36,240.28,13.74,0
RES-28289,2025-01-27,ap-south-1,S3,t3.small,Development,52.38,6.62,88.59,171.8,184.63,974.35,1217.18,3.86,0
RES-28289,2025-01-28,ap-south-1,S3,t3.small,Production,58.69,87.95,459.64,84.56,1.95,674.45,661.26,20.8,0
RES-28289,2025-01-29,us-west-2,Lambda,m5.large,Testing,80.8,42.99,227.63,45.97,266.55,852.08,1129.78,1.53,0
RES-28289,2025-01-30,ap-south-1,S3,m5.large,Production,33.83,6.93,258.7,116.98,133.21,213.41,229.61,2.78,0
RES-28289,2025-01-31,eu-central-1,S3,t3.micro,Development,22.27,37.85,144.33,214.77,269.64,385.65,1318.43,23.1,0
RES-28289,2025-02-01,eu-west-1,S3,t3.medium,Development,68.32,7.03,290.11,108.5,7.13,441.93,676.31,10.76,0
RES-28289,2025-02-02,us-west-2,EC2,t3.small,Production,5.72,0.96,87.47,66.52,176.06,522.0,803.44,5.5,1
RES-28289,2025-02-03,us-west-2,S3,m5.large,Development,59.24,56.41,132.69,158.05,77.29,157.54,225.33,11.03,0
RES-28289,2025-02-04,eu-west-1,EBS,m5.large,Development,17.5,11.21,437.19,186.66,172.21,785.27,1309.66,20.94,0
RES-28289,2025-02-05,us-east-1,Lambda,c5.large,Development,85.23,26.97,405.79,59.42,214.05,76.71,165.74,19.8,0
RES-28289,2025-02-06,us-west-2,S3,t3.micro,Development,7.57,1.14,466.75,74.45,3.62,856.85,1153.03,12.8,1
RES-28289,2025-02-07,us-west-2,S3,c5.large,Production,16.5,17.3,432.23,250.45,172.59,286.48,380.0,5.03,0
RES-28289,2025-02-08,eu-central-1,Lambda,c5.large,Development,8.24,40.1,10.28,138.77,239.85,680.75,601.6,13.45,0
RES-28289,2025-02-09,us-east-1,S3,t3.micro,Testing,75.13,58.7,420.44,122.15,76.18,937.5,262.84,20.73,0
RES-28289,2025-02-10,us-west-2,Lambda,t3.small,Development,94.51,83.3,66.61,271.35,115.39,306.52,50.46,12.21,0
RES-28289,2025-02-11,ap-south-1,Lambda,m5.large,Testing,82.46,78.52,377.12,195.07,91.29,252.05,39.32,6.22,0
RES-28289,2025-02-12,us-east-1,RDS,m5.large,Development,45.26,87.06,237.02,125.32,16.35,948.25,1347.1,22.22,0
RES-28289,2025-02-13,us-east-1,RDS,t3.medium,Production,84.5,86.11,48.28,88.89,246.51,556.09,75.18,23.57,0
RES-28289,2025-02-14,eu-west-1,EC2,m5.large,Development,30.86,52.12,15.42,31.29,223.56,565.97,103.93,12.72,0
RES-28289,2025-02-15,ap-south-1,EBS,t3.micro,Testing,33.07,62.0,179.99,98.64,111.02,803.21,884.65,21.32,0
RES-28289,2025-02-16,eu-west-1,S3,t3.small,Production,74.48,72.77,287.51,21.12,290.47,933.62,576.22,16.19,0
RES-28289,2025-02-17,us-west-2,Lambda,c5.large,Testing,10.67,40.7,203.26,13.53,91.57,954.02,303.82,14.09,0
RES-28289,2025-02-18,us-west-2,Lambda,t3.micro,Production,25.73,90.19,10.28,20.8,257.79,272.85,731.76,2.52,0
RES-28289,2025-02-19,eu-west-1,RDS,c5.large,Production,64.26,80.49,177.94,218.65,112.26,474.24,1435.44,14.27,0
RES-28289,2025-02-20,eu-west-1,RDS,c5.large,Development,64.1,82.69,298.99,205.1,242.05,780.51,379.27,19.74,0
RES-28289,2025-02-21,us-west-2,S3,m5.large,Production,48.4,72.36,208.31,285.68,90.8,864.49,173.15,4.4,0
RES-28289,2025-02-22,us-east-1,RDS,t3.micro,Development,88.12,69.86,257.86,124.38,120.56,570.91,459.14,6.58,0
RES-28289,2025-02-23,ap-south-1,EBS,t3.small,Development,39.75,45.19,212.97,293.53,100.8,376.68,472.39,12.19,0
RES-28289,2025-02-24,us-east-1,EC2,t3.small,Testing,42.0,26.87,129.19,241.55,101.5,602.0,896.27,20.62,0
RES-28289,2025-02-25,eu-west-1,EBS,t3.micro,Production,4.37,16.87,467.84,238.28,209.52,160.37,91.27,11.84,1
RES-28289,2025-02-26,ap-south-1,Lambda,t3.micro,Development,17.37,33.81,58.99,298.9,25.62,49.12,15.32,22.22,0
RES-28289,2025-02-27,eu-central-1,EC2,m5.large,Testing,57.18,62.24,267.78,249.71,86.05,74.29,915.16,6.98,0
RES-28289,2025-02-28,ap-south-1,Lambda,t3.small,Development,22.81,31.38,202.76,102.26,49.68,477.93,686.98,22.89,0
RES-28289,2025-03-01,us-west-2,S3,t3.micro,Development,63.96,24.58,236.03,211.27,12.0,68.16,1314.59,4.4,0
RES-28289,2025-03-02,eu-central-1,RDS,t3.small,Development,73.64,68.96,293.84,215.87,131.17,131.39,971.8,22.68,0
RES-28289,2025-03-03,ap-south-1,Lambda,t3.medium,Development,63.02,38.87,201.49,104.18,15.62,842.71,1208.39,9.96,0
RES-28289,2025-03-04,ap-south-1,EC2,m5.large,Development,11.75,19.09,483.68,127.28,95.12,916.34,856.35,17.1,1
RES-28289,2025-03-05,eu-west-1,RDS,c5.large,Development,15.78,87.23,127.61,181.57,287.16,908.23,1085.36,10.61,0
RES-28289,2025-03-06,eu-west-1,EBS,m5.large,Testing,33.36,14.73,388.07,290.81,61.31,156.33,1025.33,20.73,0
RES-28289,2025-03-07,eu-central-1,Lambda,t3.micro,Development,94.41,61.96,309.99,131.05,285.0,802.28,690.6,17.54,0
RES-28289,2025-03-08,us-west-2,RDS,c5.large,Production,32.93,42.88,317.25,237.76,142.88,879.45,1394.64,22.02,0
RES-28289,2025-03-09,us-east-1,S3,m5.large,Production,43.78,32.93,329.51,12.57,69.61,905.34,392.4,7.1,0
RES-28289,2025-03-10,eu-west-1,EBS,t3.micro,Development,38.92,44.99,479.73,240.91,82.82,816.28,826.62,10.59,0
RES-28289,2025-03-11,eu-central-1,S3,t3.micro,Testing,93.96,24.85,334.03,86.98,35.65,242.49,1484.08,13.9,0
RES-28289,2025-03-12,eu-west-1,Lambda,t3.small,Development,41.94,35.58,130.34,144.48,30.74,931.77,1100.56,4.89,0
RES-28289,2025-03-13,us-east-1,EC2,t3.small,Production,20.98,20.24,57.83,279.59,93.54,546.9,829.79,2.58,0
RES-28289,2025-03-14,ap-south-1,EBS,t3.micro,Development,74.42,78.88,472.74,289.58,34.9,456.78,195.34,18.62,0
RES-28289,2025-03-15,eu-central-1,EC2,t3.micro,Production,64.12,30.88,50.8,236.91,106.62,394.0,296.11,22.73,0
RES-28289,2025-03-16,ap-south-1,EC2,c5.large,Development,15.56,19.91,409.46,160.91,144.13,925.47,952.88,1.69,0
RES-28289,2025-03-17,ap-south-1,EBS,m5.large,Development,21.75,22.68,322.37,232.27,224.57,76.23,1489.64,6.22,0
RES-28289,2025-03-18,eu-west-1,Lambda,t3.micro,Development,31.97,39.3,450.99,11.88,57.24,575.23,40.43,16.29,0
RES-28289,2025-03-19,eu-west-1,EC2,c5.large,Production,82.17,12.93,423.08,178.8,168.86,125.33,216.62,12.37,0
RES-28289,2025-03-20,us-west-2,RDS,m5.large,Production,75.11,64.34,130.56,161.59,128.27,48.55,173.26,22.6,0
RES-28289,2025-03-21,us-east-1,S3,c5.large,Testing,4.28,3.7,490.84,292.56,109.77,503.3,1111.86,10.36,1
RES-28289,2025-03-22,us-east-1,S3,t3.micro,Development,57.76,14.31,65.55,292.42,230.63,325.13,198.73,14.26,0
RES-28289,2025-03-23,eu-central-1,RDS,t3.micro,Development,30.97,75.74,379.87,273.98,24.82,715.69,1403.79,21.02,0
RES-28289,2025-03-24,eu-central-1,EC2,t3.micro,Development,71.96,8.79,460.23,126.63,197.71,276.36,92.3,2.58,0
RES-28289,2025-03-25,us-west-2,EBS,t3.micro,Testing,5.95,80.28,208.93,32.96,48.48,940.26,1344.11,6.69,0
RES-28289,2025-03-26,eu-central-1,RDS,c5.large,Testing,77.54,48.74,367.09,38.87,221.62,823.95,1028.44,6.49,0
RES-28289,2025-03-27,ap-south-1,EBS,m5.large,Testing,74.19,22.44,278.31,18.75,64.09,670.21,300.82,13.14,0
RES-28289,2025-03-28,us-west-2,RDS,t3.small,Testing,28.75,28.16,429.51,38.27,126.65,651.85,754.05,23.49,0
RES-28289,2025-03-29,ap-south-1,S3,t3.small,Development,19.15,64.6,68.79,201.64,40.6,49.8,1497.25,18.13,0
RES-28289,2025-03-30,us-east-1,RDS,t3.medium,Development,91.22,58.44,329.41,215.45,249.16,23.62,173.83,5.75,0
RES-28289,2025-03-31,us-west-2,Lambda,m5.large,Development,37.22,53.25,144.78,199.27,257.47,154.46,592.98,5.32,0
RES-28289,2025-04-01,us-east-1,RDS,t3.small,Development,42.68,28.45,222.31,48.42,234.64,835.35,1126.26,13.06,0
RES-28289,2025-04-02,eu-west-1,Lambda,m5.large,Development,27.98,44.63,16.75,235.92,159.35,590.62,531.55,15.82,0
RES-28289,2025-04-03,us-west-2,EC2,t3.medium,Testing,16.92,25.51,453.36,6.13,71.09,491.04,340.03,22.82,0
RES-28289,2025-04-04,us-east-1,S3,t3.medium,Development,36.49,28.7,58.43,258.74,155.43,317.12,614.52,2.45,0
RES-28289,2025-04-05,eu-central-1,EC2,t3.small,Production,77.3,75.47,337.54,167.23,184.46,801.0,801.93,5.21,0
RES-28289,2025-04-06,eu-west-1,RDS,c5.large,Production,32.45,69.14,281.4,170.82,1.44,201.48,176.07,8.05,0
RES-28289,2025-04-07,eu-west-1,RDS,m5.large,Production,60.48,67.29,480.72,170.0,107.71,386.12,942.56,21.48,0
RES-28289,2025-04-08,us-west-2,Lambda,m5.large,Testing,51.52,50.86,221.1,169.17,207.23,112.16,1345.45,6.32,0
RES-28289,2025-04-09,eu-west-1,EC2,c5.large,Development,94.62,11.75,343.67,292.8,132.94,144.36,1110.97,6.02,0
RES-28289,2025-04-10,eu-central-1,EBS,t3.small,Production,13.19,31.08,298.43,135.5,63.52,347.41,366.51,3.73,0
RES-28289,2025-04-11,eu-west-1,EC2,t3.micro,Testing,46.27,30.77,91.85,227.44,218.87,926.97,741.98,23.82,0
RES-28289,2025-04-12,us-east-1,RDS,t3.small,Production,1.46,12.54,146.06,128.7,105.34,363.33,686.75,17.01,1
RES-28289,2025-04-13,eu-central-1,S3,t3.micro,Production,78.48,26.78,32.15,54.64,248.36,205.67,453.07,2.41,0
RES-28289,2025-04-14,us-west-2,Lambda,m5.large,Production,69.49,72.34,189.65,227.22,228.57,836.4,656.26,16.82,0
RES-28289,2025-04-15,ap-south-1,S3,t3.small,Development,17.94,8.27,95.8,253.03,126.69,93.98,248.94,2.68,0
RES-28289,2025-04-16,ap-south-1,S3,c5.large,Testing,68.37,71.38,443.08,159.73,270.37,595.77,1443.41,14.47,0
RES-28289,2025-04-17,us-east-1,S3,m5.large,Development,63.43,25.05,230.04,52.47,251.17,450.63,483.86,14.94,0
RES-28289,2025-04-18,us-east-1,EBS,m5.large,Development,36.92,54.8,464.35,262.54,35.49,697.57,1352.73,6.28,0
RES-28289,2025-04-19,eu-central-1,EBS,c5.large,Production,86.57,59.0,371.43,41.43,155.87,543.64,359.22,3.91,0
RES-28289,2025-04-20,us-west-2,S3,t3.small,Testing,24.46,56.36,176.16,161.73,78.64,338.76,217.23,5.1,0
RES-28289,2025-04-21,eu-west-1,RDS,t3.micro,Production,61.17,53.17,316.17,22.36,216.56,551.26,1110.55,8.4,0
RES-28289,2025-04-22,eu-central-1,EC2,t3.micro,Testing,73.19,77.54,389.9,207.57,259.0,725.86,139.2,4.79,0
RES-28289,2025-04-23,us-west-2,RDS,t3.medium,Development,19.71,93.64,58.15,235.31,162.17,377.82,1184.39,18.21,0
RES-28289,2025-04-24,eu-central-1,Lambda,t3.medium,Development,64.51,78.91,256.97,87.67,88.35,167.68,825.48,4.4,0
RES-28289,2025-04-25,eu-central-1,EC2,t3.micro,Testing,6.52,0.53,83.78,247.48,87.4,625.44,78.05,9.73,1
RES-28289,2025-04-26,us-west-2,Lambda,t3.small,Development,26.3,27.84,179.22,103.11,109.08,520.73,802.1,10.32,0
RES-28289,2025-04-27,us-east-1,Lambda,t3.micro,Development,49.59,97.13,191.09,15.65,93.73,178.53,871.59,17.78,0
RES-28289,2025-04-28,eu-central-1,S3,t3.small,Production,21.34,43.15,429.45,167.92,185.81,788.66,40.24,15.36,0
RES-28289,2025-04-29,eu-west-1,RDS,t3.small,Testing,7.65,79.59,464.79,259.71,76.59,533.29,1336.95,22.05,0
RES-28289,2025-04-30,us-west-2,EC2,t3.small,Testing,90.21,51.36,466.14,155.18,114.05,766.21,799.56,2.48,0
RES-28289,2025-05-01,us-west-2,RDS,c5.large,Development,13.19,15.13,365.73,157.0,193.91,670.31,471.63,7.84,1
RES-28289,2025-05-02,eu-west-1,RDS,t3.medium,Production,21.89,33.79,391.36,25.57,262.16,823.82,448.06,23.59,0
RES-28289,2025-05-03,us-east-1,Lambda,m5.large,Development,19.35,78.35,363.35,111.35,163.5,195.09,299.63,20.91,0
RES-28289,2025-05-04,eu-west-1,S3,c5.large,Testing,40.24,31.02,152.39,173.14,244.6,510.16,1378.31,18.76,0
RES-28289,2025-05-05,us-east-1,RDS,t3.micro,Development,48.59,21.6,491.33,100.13,291.77,471.03,1250.15,2.42,0
RES-28289,2025-05-06,ap-south-1,S3,t3.small,Production,24.21,90.23,112.38,229.75,107.16,830.24,397.71,8.25,0
RES-28289,2025-05-07,us-east-1,S3,m5.large,Production,10.38,71.15,232.82,140.47,263.7,132.54,86.77,23.44,0
RES-28289,2025-05-08,eu-central-1,Lambda,t3.medium,Development,14.53,64.89,499.73,12.72,122.59,44.41,129.11,2.93,0
RES-28289,2025-05-09,us-east-1,EC2,c5.large,Production,10.86,94.35,430.61,233.9,216.37,529.23,27.45,21.96,0
RES-28289,2025-05-10,ap-south-1,RDS,t3.medium,Testing,33.12,43.6,279.37,251.44,157.64,22.99,1037.27,8.68,0
RES-28289,2025-05-11,us-east-1,EC2,t3.medium,Testing,13.13,72.4,213.6,1.92,186.7,221.56,561.34,19.22,0
RES-28289,2025-05-12,us-east-1,EBS,t3.small,Development,8.59,16.46,267.72,231.79,86.76,543.84,350.38,10.13,0
RES-28289,2025-05-13,us-east-1,EC2,t3.medium,Production,20.11,80.79,87.26,65.46,180.99,156.4,371.61,7.33,0
RES-28289,2025-05-14,eu-west-1,S3,m5.large,Development,66.67,84.73,154.03,156.38,122.77,749.67,1246.93,15.5,0
RES-28289,2025-05-15,us-west-2,EC2,c5.large,Production,41.87,94.86,374.44,156.28,29.7,748.88,648.38,20.47,0
RES-28289,2025-05-16,us-west-2,EC2,t3.small,Production,35.6,42.0,307.64,245.63,229.06,392.42,1032.09,2.67,0
RES-28289,2025-05-17,eu-central-1,S3,c5.large,Production,25.62,36.67,35.51,129.51,165.54,441.88,176.53,15.41,0
RES-28289,2025-05-18,us-west-2,RDS,t3.medium,Production,93.5,82.32,152.3,288.98,35.63,310.97,838.48,19.26,0
RES-28289,2025-05-19,us-east-1,EC2,t3.medium,Development,46.35,67.04,279.64,268.22,41.81,55.66,362.11,9.61,0
RES-28289,2025-05-20,us-east-1,Lambda,t3.medium,Testing,66.27,6.68,412.91,152.71,297.96,585.04,111.29,7.66,0
RES-28289,2025-05-21,eu-west-1,EBS,c5.large,Testing,77.08,42.47,302.95,172.26,282.83,426.53,942.36,19.59,0
RES-28289,2025-05-22,eu-central-1,S3,t3.small,Development,71.38,67.86,382.93,256.41,27.81,526.99,230.59,19.02,0
RES-28289,2025-05-23,us-east-1,S3,t3.small,Development,54.58,32.38,388.43,266.31,171.27,794.38,1287.4,22.93,0
RES-28289,2025-05-24,us-west-2,Lambda,t3.micro,Development,74.59,77.19,220.64,169.61,288.23,64.22,938.99,1.53,0
RES-28289,2025-05-25,us-west-2,RDS,c5.large,Development,73.03,95.43,24.95,133.15,225.03,316.41,1415.4,17.66,0
RES-28289,2025-05-26,us-east-1,S3,c5.large,Testing,5.17,8.15,264.9,197.52,168.78,27.32,1230.88,7.55,1
RES-28289,2025-05-27,us-east-1,EBS,m5.large,Testing,42.38,7.78,404.25,235.44,122.46,765.47,823.58,4.37,0
RES-28289,2025-05-28,us-west-2,S3,c5.large,Development,37.18,42.84,45.67,248.94,5.46,487.11,647.54,16.46,0
RES-28289,2025-05-29,eu-west-1,EBS,t3.medium,Testing,55.15,96.18,377.71,76.33,58.42,274.38,819.08,6.53,0
RES-28289,2025-05-30,ap-south-1,EC2,t3.micro,Production,85.61,84.48,417.94,50.11,225.95,10.97,1006.56,12.82,0
RES-28289,2025-05-31,us-east-1,EC2,m5.large,Testing,79.54,75.98,256.91,23.44,200.83,816.17,512.24,23.3,0
RES-28289,2025-06-01,eu-central-1,S3,c5.large,Development,7.21,65.29,49.25,189.33,22.88,740.35,95.67,10.38,0
RES-28289,2025-06-02,ap-south-1,S3,t3.micro,Testing,61.71,63.31,34.65,111.14,191.61,277.42,1345.14,11.13,0
